,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
1585,78408,Thinker's Cafe,1631 20th St,San Francisco,CA,94107,,,,,78408_20171211,12/11/2017 0:00,90.0,Routine - Unscheduled,78408_20171211_103131,Moderate risk vermin infestation,Moderate Risk,20171211,103131,2017-12-11,0,3,0,0,2,0,2
1586,1724,CAFE MUMS,1800 SUTTER St,San Francisco,CA,94115,37.786498,-122.430283,"(37.786498, -122.430283)",14155936986.0,1724_20160309,3/9/2016 0:00,86.0,Routine - Unscheduled,1724_20160309_103131,Moderate risk vermin infestation,Moderate Risk,20160309,103131,2016-03-09,0,0,0,0,4,0,4
1587,3819,SAFEWAY #667,5290 DIAMOND HEIGHTS Blvd,San Francisco,CA,94131,37.744076,-122.438684,"(37.744076, -122.438684)",14155827744.0,3819_20150610,6/10/2015 0:00,85.0,Routine - Unscheduled,3819_20150610_103120,Moderate risk food holding temperature,Moderate Risk,20150610,103120,2015-06-10,0,4,0,0,0,0,3
1588,65111,Cafe Fiore,3599 24th St,San Francisco,CA,94110,37.751951,-122.422827,"(37.751951, -122.422827)",,65111_20180306,3/6/2018 0:00,84.0,Routine - Unscheduled,65111_20180306_103120,Moderate risk food holding temperature,Moderate Risk,20180306,103120,2018-03-06,5,0,6,0,0,0,2
1589,86358,Tartine Manufactory,595 Alabama St,San Francisco,CA,94110,,,,14155482600.0,86358_20171215,12/15/2017 0:00,87.0,Routine - Unscheduled,86358_20171215_103131,Moderate risk vermin infestation,Moderate Risk,20171215,103131,2017-12-15,0,3,0,0,0,0,3
1590,2245,Starbucks Coffee Co,0264 Kearny St,San Francisco,CA,94108,37.790498,-122.403896,"(37.790498, -122.403896)",,2245_20160419,4/19/2016 0:00,92.0,Routine - Unscheduled,2245_20160419_103156,Permit license or inspection report not posted,Low Risk,20160419,103156,2016-04-19,0,0,1,0,0,3,1
1591,2601,Last Drop Tavern,550 Powell St,San Francisco,CA,94108,37.789883,-122.408666,"(37.789883, -122.408666)",,2601_20160310,3/10/2016 0:00,92.0,Routine - Unscheduled,2601_20160310_103139,Improper food storage,Low Risk,20160310,103139,2016-03-10,0,0,0,2,0,0,3
1592,3951,KIRIN RESTAURANT,6135 GEARY Blvd,San Francisco,CA,94121,37.779962,-122.485087,"(37.779962, -122.485087)",,3951_20170920,9/20/2017 0:00,79.0,Routine - Unscheduled,3951_20170920_103114,High risk vermin infestation,High Risk,20170920,103114,2017-09-20,0,0,6,3,0,0,6
1593,86486,Surisan,505 Beach St,San Francisco,CA,94133,,,,,86486_20180228,2/28/2018 0:00,94.0,Routine - Unscheduled,86486_20180228_103133,Foods not protected from contamination,Moderate Risk,20180228,103133,2018-02-28,2,0,4,0,0,0,2
1594,89982,Pakwan Restaurant,1140 Ocean Ave,San Francisco,CA,94112,,,,14155841200.0,89982_20171003,10/3/2017 0:00,,Complaint,89982_20171003_103139,Improper food storage,Low Risk,20171003,103139,2017-10-03,0,5,0,0,6,0,5
1595,4071,Gino and Carlo Inc,548 Green St,San Francisco,CA,94133,37.799656,-122.408166,"(37.799656, -122.408166)",,4071_20160513,5/13/2016 0:00,,Reinspection/Followup,4071_20160513_103145,Improper storage of equipment utensils or linens,Low Risk,20160513,103145,2016-05-13,0,0,0,0,0,2,2
1596,11079,Cafe Bello,2885 Diamond St,San Francisco,CA,94131,37.733771,-122.434038,"(37.733771, -122.434038)",,11079_20160330,3/30/2016 0:00,94.0,Routine - Unscheduled,11079_20160330_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160330,103144,2016-03-30,0,0,5,0,4,0,3
1597,539,EL SALVADOR RESTAURANT,2278 MISSION St,San Francisco,CA,94110,37.760579,-122.41932,"(37.760579, -122.41932)",,539_20160419,4/19/2016 0:00,96.0,Routine - Unscheduled,539_20160419_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160419,103119,2016-04-19,0,3,0,0,1,1,2
1598,93023,Icicles,829 Mission St.,San Francisco,CA,94103,,,,,93023_20171101,11/1/2017 0:00,96.0,Routine - Unscheduled,93023_20171101_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171101,103124,2017-11-01,0,1,0,0,0,0,1
1599,86407,SFSU Cafe in the Park,802 Font Blvd,San Francisco,CA,94132,,,,14155408041.0,86407_20160427,4/27/2016 0:00,98.0,Routine - Unscheduled,86407_20160427_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160427,103144,2016-04-27,0,0,0,1,0,1,1
1600,639,Swan Oyster Depot,1517 Polk St,San Francisco,CA,94109,37.790734,-122.420783,"(37.790734, -122.420783)",,639_20160303,3/3/2016 0:00,,Complaint,639_20160303_103134,Other moderate risk violation,Moderate Risk,20160303,103134,2016-03-03,0,2,0,0,0,3,2
1601,87909,K and D Market,3177 16th Street,San Francisco,CA,94103,,,,,87909_20171101,11/1/2017 0:00,,New Ownership,87909_20171101_103137,Improperly washed fruits and vegetables,Low Risk,20171101,103137,2017-11-01,0,4,0,0,0,0,4
1602,64717,18 Reasons,3674 18th St,San Francisco,CA,94110,37.761498,-122.425402,"(37.761498, -122.425402)",,64717_20180228,2/28/2018 0:00,92.0,Routine - Unscheduled,64717_20180228_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20180228,103124,2018-02-28,2,0,0,0,0,0,1
1603,36014,CATCH,2362 MARKET St,San Francisco,CA,94114,37.763263,-122.43446000000002,"(37.763263, -122.43446)",,36014_20180227,2/27/2018 0:00,,Reinspection/Followup,36014_20180227_103161,Low risk vermin infestation,Low Risk,20180227,103161,2018-02-27,2,0,0,0,3,0,4
1604,70207,Ten Ren Tea,550 Grant Ave,San Francisco,CA,94108,,,,,70207_20171215,12/15/2017 0:00,92.0,Routine - Unscheduled,70207_20171215_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20171215,103116,2017-12-15,0,2,0,0,0,2,1
1605,85972,Hot Duck,1900 Clement St,San Francisco,CA,94121,,,,14155632880.0,85972_20161005,10/5/2016 0:00,75.0,Routine - Unscheduled,85972_20161005_103147,Inadequate ventilation or lighting,Low Risk,20161005,103147,2016-10-05,0,0,2,0,5,0,4
1606,17822,Peet's Coffee & Tea,601 Van Ness Ave Suite A,San Francisco,CA,94102,37.781454,-122.420644,"(37.781454, -122.420644)",,17822_20150925,9/25/2015 0:00,91.0,Routine - Unscheduled,17822_20150925_103109,Unclean or unsanitary food contact surfaces,High Risk,20150925,103109,2015-09-25,0,0,0,0,0,0,2
1607,70516,Shabu House,2608 Ocean Ave,San Francisco,CA,94132,37.731746,-122.473318,"(37.731746, -122.473318)",14155588800.0,70516_20180227,2/27/2018 0:00,94.0,Routine - Unscheduled,70516_20180227_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20180227,103144,2018-02-27,3,0,0,4,0,4,8
1608,58573,Haus Coffee,3086 24th St,San Francisco,CA,94110,37.752548,-122.413882,"(37.752548, -122.413882)",,58573_20170925,9/25/2017 0:00,90.0,Routine - Unscheduled,58573_20170925_103156,Permit license or inspection report not posted,Low Risk,20170925,103156,2017-09-25,0,0,4,1,2,4,2
1609,90427,McDonald's,1100 Fillmore St.,San Francisco,CA,94115,,,,,90427_20170420,4/20/2017 0:00,,New Ownership,90427_20170420_103120,Moderate risk food holding temperature,Moderate Risk,20170420,103120,2017-04-20,0,0,0,2,0,0,2
1610,71682,Bernie's,50 Post St #8,San Francisco,CA,94104,37.789064,-122.40286100000002,"(37.789064, -122.402861)",,71682_20171215,12/15/2017 0:00,92.0,Routine - Unscheduled,71682_20171215_103156,Permit license or inspection report not posted,Low Risk,20171215,103156,2017-12-15,0,3,0,0,3,0,3
1611,2004,Elaine's Kitchen,434 Broadway St,San Francisco,CA,94133,37.798178,-122.404484,"(37.798178, -122.404484)",,2004_20160701,7/1/2016 0:00,,Reinspection/Followup,2004_20160701_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160701,103149,2016-07-01,0,4,0,0,0,1,4
1612,80995,AFC Sushi at Walgreens #890,135 Powell St,San Francisco,CA,94102,,,,14150603200.0,80995_20180306,3/6/2018 0:00,94.0,Routine - Unscheduled,80995_20180306_103120,Moderate risk food holding temperature,Moderate Risk,20180306,103120,2018-03-06,2,0,0,0,1,0,2
1613,72176,Wolfes Lunch,1220 16th St,San Francisco,CA,94107,,,,,72176_20160225,2/25/2016 0:00,60.0,Routine - Unscheduled,72176_20160225_103103,High risk food holding temperature,High Risk,20160225,103103,2016-02-25,0,0,0,0,9,0,8
1614,74549,Performance Service Station Inc.,388 Potrero St,San Francisco,CA,94103,,,,,74549_20171215,12/15/2017 0:00,94.0,Routine - Unscheduled,74549_20171215_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171215,103119,2017-12-15,0,2,0,0,4,0,2
1615,59215,Enjoy Vegetarian Restaurant #2,839 Kearny St,San Francisco,CA,94108,37.795675,-122.405098,"(37.795675, -122.405098)",,59215_20160524,5/24/2016 0:00,93.0,Routine - Unscheduled,59215_20160524_103105,Improper cooling methods,High Risk,20160524,103105,2016-05-24,0,3,0,0,2,1,3
1616,29429,The Plant Cafe,3352 STEINER ST,San Francisco,CA,94123,37.800407,-122.437796,"(37.800407, -122.437796)",,29429_20171218,12/18/2017 0:00,85.0,Routine - Unscheduled,29429_20171218_103154,Unclean or degraded floors walls or ceilings,Low Risk,20171218,103154,2017-12-18,0,4,0,0,0,4,5
1617,60473,Dong Baek Korean Restaurant,631 O'Farrell St,San Francisco,CA,94109,37.78550300000001,-122.415157,"(37.785503, -122.415157)",,60473_20171215,12/15/2017 0:00,92.0,Routine - Unscheduled,60473_20171215_103141,Improper food labeling or menu misrepresentation,Low Risk,20171215,103141,2017-12-15,0,4,0,3,0,0,5
1618,90510,Delish Dish Kitchen Inc.,2109 Clement St.,San Francisco,CA,94121,,,,,90510_20170424,4/24/2017 0:00,,Complaint,90510_20170424_103102,Unclean hands or improper use of gloves,High Risk,20170424,103102,2017-04-24,0,0,0,7,0,0,7
1619,81202,Weaver's Coffee & Tea,2301 Market St,San Francisco,CA,94114,,,,14155528945.0,81202_20180208,2/8/2018 0:00,,Complaint,81202_20180208_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20180208,103144,2018-02-08,1,0,2,0,0,1,2
1620,76401,Bun Mee,650 Market St,San Francisco,CA,94104,,,,,76401_20151204,12/4/2015 0:00,,Complaint,76401_20151204_103161,Low risk vermin infestation,Low Risk,20151204,103161,2015-12-04,0,5,0,0,4,0,3
1621,84892,Denny's Restaurant,816 Mission St,San Francisco,CA,94103,,,,,84892_20161026,10/26/2016 0:00,,New Ownership,84892_20161026_103142,Unclean nonfood contact surfaces,Low Risk,20161026,103142,2016-10-26,0,0,0,0,2,0,2
1622,59599,Bite,912 Sutter St,San Francisco,CA,94109,37.788367,-122.415474,"(37.788367, -122.415474)",,59599_20180228,2/28/2018 0:00,90.0,Routine - Unscheduled,59599_20180228_103150,Improper or defective plumbing,Low Risk,20180228,103150,2018-02-28,3,0,2,0,2,2,3
1623,80619,CA Academy of Science Cafe,55 Music Concourse Dr,San Francisco,CA,94118,,,,14152332403.0,80619_20171005,10/5/2017 0:00,92.0,Routine - Unscheduled,80619_20171005_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171005,103119,2017-10-05,0,2,0,0,2,0,3
1624,7555,VINH KHANG HERBS & GINSENG,512 CLEMENT St,San Francisco,CA,94118,37.782957,-122.464762,"(37.782957, -122.464762)",,7555_20160310,3/10/2016 0:00,90.0,Routine - Unscheduled,7555_20160310_103139,Improper food storage,Low Risk,20160310,103139,2016-03-10,0,1,0,0,0,0,4
1625,69199,Mehfil Indian Restaurant,28 02nd St,San Francisco,CA,94105,,,,,69199_20180223,2/23/2018 0:00,90.0,Routine - Unscheduled,69199_20180223_103139,Improper food storage,Low Risk,20180223,103139,2018-02-23,4,0,0,0,9,0,4
1626,2971,ST MARY'S HOSPITAL CAFETERIA,450 STANYAN St L-B,San Francisco,CA,94117,37.773657,-122.454417,"(37.773657, -122.454417)",14155755666.0,2971_20150914,9/14/2015 0:00,96.0,Routine - Unscheduled,2971_20150914_103133,Foods not protected from contamination,Moderate Risk,20150914,103133,2015-09-14,0,0,0,0,0,0,1
1627,90139,The Spicy Shrimp,150 Waverly Pl,San Francisco,CA,94108,,,,,90139_20170425,4/25/2017 0:00,90.0,Routine - Unscheduled,90139_20170425_103134,Other moderate risk violation,Moderate Risk,20170425,103134,2017-04-25,0,0,0,4,0,0,4
1628,37361,Ghirardelli Chocolate Fountain,801 Beach St,San Francisco,CA,94109,37.806388,-122.422165,"(37.806388, -122.422165)",,37361_20160328,3/28/2016 0:00,96.0,Routine - Unscheduled,37361_20160328_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160328,103119,2016-03-28,0,0,0,0,0,0,1
1629,59833,Manhattan Hub Inc,343 Sansome St Suite 140,San Francisco,CA,94104,37.793693,-122.401194,"(37.793693, -122.401194)",,59833_20170929,9/29/2017 0:00,92.0,Routine - Unscheduled,59833_20170929_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170929,103149,2017-09-29,0,0,3,0,7,0,3
1630,83325,Five Star Truffles,4251 A 18th St,San Francisco,CA,94114,,,,14155555128.0,83325_20180122,1/22/2018 0:00,98.0,Routine - Unscheduled,83325_20180122_103157,Food safety certificate or food handler card not available,Low Risk,20180122,103157,2018-01-22,1,0,0,4,0,0,1
1631,2664,Alice's Restaurant,1599 Sanchez St,San Francisco,CA,94131,37.743602,-122.428803,"(37.743602, -122.428803)",14155288999.0,2664_20151110,11/10/2015 0:00,79.0,Routine - Unscheduled,2664_20151110_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20151110,103119,2015-11-10,0,5,0,0,4,0,5
1632,1837,Cafe Bastille,22 Belden Pl,San Francisco,CA,94104,37.791139,-122.403716,"(37.791139, -122.403716)",,1837_20160722,7/22/2016 0:00,85.0,Routine - Unscheduled,1837_20160722_103157,Food safety certificate or food handler card not available,Low Risk,20160722,103157,2016-07-22,0,0,5,0,0,4,5
1633,84339,Bon Appetit Management Co,1455 Market St 5th Floor,San Francisco,CA,94103,,,,,84339_20160413,4/13/2016 0:00,96.0,Routine - Unscheduled,84339_20160413_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160413,103124,2016-04-13,0,0,0,0,0,1,1
1634,522,Boudin Sourdough Bakery,3251 20th Ave,San Francisco,CA,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155561849.0,522_20151124,11/24/2015 0:00,93.0,Routine - Unscheduled,522_20151124_103103,High risk food holding temperature,High Risk,20151124,103103,2015-11-24,0,0,3,0,4,2,1
1635,1595,Zazie,941 COLE St,San Francisco,CA,94117,37.765343,-122.449914,"(37.765343, -122.449914)",14155565332.0,1595_20171214,12/14/2017 0:00,92.0,Routine - Unscheduled,1595_20171214_103120,Moderate risk food holding temperature,Moderate Risk,20171214,103120,2017-12-14,0,1,0,0,0,2,2
1636,87799,"Yin Du Wonton Noodle, LLC",648 Pacific Ave,San Francisco,CA,94133,,,,,87799_20160621,6/21/2016 0:00,71.0,Routine - Unscheduled,87799_20160621_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160621,103154,2016-06-21,0,4,0,0,0,6,4
1637,67565,King of Thai Noodles Cafe,1541 TARAVAL St,San Francisco,CA,94116,37.74270300000001,-122.482819,"(37.742703, -122.482819)",,67565_20161212,12/12/2016 0:00,81.0,Routine - Unscheduled,67565_20161212_103132,Improper thawing methods,Moderate Risk,20161212,103132,2016-12-12,0,0,5,0,4,5,5
1638,62769,Loving Hut Vegan Cuisine,845 Market St FE12,San Francisco,CA,94103,37.784848,-122.406892,"(37.784848, -122.406892)",,62769_20171103,11/3/2017 0:00,81.0,Routine - Unscheduled,62769_20171103_103114,High risk vermin infestation,High Risk,20171103,103114,2017-11-03,0,5,0,0,0,4,5
1639,85164,La Boulangerie De San Francisco,500 Hayes St,San Francisco,CA,94102,,,,,85164_20180308,3/8/2018 0:00,88.0,Routine - Unscheduled,85164_20180308_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20180308,103119,2018-03-08,4,0,4,0,4,2,4
1640,61326,Frances,3870 17th St,San Francisco,CA,94114,37.762698,-122.432232,"(37.762698, -122.432232)",,61326_20171215,12/15/2017 0:00,96.0,Routine - Unscheduled,61326_20171215_103133,Foods not protected from contamination,Moderate Risk,20171215,103133,2017-12-15,0,1,0,0,0,0,1
1641,87469,Bon Appetit Management Co.,1455 Market St 4th Fl,San Francisco,CA,94103,,,,,87469_20160606,6/6/2016 0:00,96.0,Routine - Unscheduled,87469_20160606_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160606,103119,2016-06-06,0,0,0,0,0,1,1
1642,10332,Harvest Urban Market,191 08th St,San Francisco,CA,94103,37.776384,-122.411684,"(37.776384, -122.411684)",14155620805.0,10332_20171002,10/2/2017 0:00,79.0,Routine - Unscheduled,10332_20171002_103133,Foods not protected from contamination,Moderate Risk,20171002,103133,2017-10-02,0,5,0,0,0,6,9
1643,91796,Le Cupboard,1298 Church St,San Francisco,CA,94114,,,,14155364725.0,91796_20171102,11/2/2017 0:00,92.0,Routine - Unscheduled,91796_20171102_103142,Unclean nonfood contact surfaces,Low Risk,20171102,103142,2017-11-02,0,4,0,0,0,0,4
1644,59574,Pan Lido Salvadoreno,3147 22nd St,San Francisco,CA,94110,37.755479,-122.417583,"(37.755479, -122.417583)",14155283350.0,59574_20160909,9/9/2016 0:00,98.0,Routine - Unscheduled,59574_20160909_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160909,103149,2016-09-09,4,0,3,0,0,1,1
1645,76355,AT&T PARK - Centerplate/Crazy Grab'z Cart,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,76355_20160410,4/10/2016 0:00,98.0,Routine - Unscheduled,76355_20160410_103145,Improper storage of equipment utensils or linens,Low Risk,20160410,103145,2016-04-10,0,0,2,2,2,1,1
1646,68321,Capo's,641 Vallejo St,San Francisco,CA,94133,,,,,68321_20160407,4/7/2016 0:00,77.0,Routine - Unscheduled,68321_20160407_103148,No thermometers or uncalibrated thermometers,Low Risk,20160407,103148,2016-04-07,0,5,0,0,0,7,5
1647,3784,BLOWFISH SUSHI,2170 BRYANT St,San Francisco,CA,94110,37.759488,-122.409931,"(37.759488, -122.409931)",14155283848.0,3784_20150604,6/4/2015 0:00,94.0,Routine - Unscheduled,3784_20150604_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150604,103154,2015-06-04,0,0,0,0,4,0,2
1648,75530,Super Duper Burgers,98 Mission St,San Francisco,CA,94105,,,,,75530_20161209,12/9/2016 0:00,86.0,Routine - Unscheduled,75530_20161209_103154,Unclean or degraded floors walls or ceilings,Low Risk,20161209,103154,2016-12-09,0,0,0,0,1,0,1
1649,3642,ABSINTHE PASTRY,201 IVY St,San Francisco,CA,94102,37.777492,-122.421458,"(37.777492, -122.421458)",,3642_20151029,10/29/2015 0:00,94.0,Routine - Unscheduled,3642_20151029_103131,Moderate risk vermin infestation,Moderate Risk,20151029,103131,2015-10-29,0,3,0,3,0,0,2
1650,36513,Waterbar,399 Embarcadero,San Francisco,CA,94105,37.788613,-122.393894,"(37.788613, -122.393894)",,36513_20160908,9/8/2016 0:00,91.0,Routine - Unscheduled,36513_20160908_103139,Improper food storage,Low Risk,20160908,103139,2016-09-08,0,0,0,0,0,2,2
1651,691,MARINA SUBMARINE,2299 UNION St,San Francisco,CA,94123,37.796893,-122.436847,"(37.796893, -122.436847)",,691_20180307,3/7/2018 0:00,92.0,Routine - Unscheduled,691_20180307_103142,Unclean nonfood contact surfaces,Low Risk,20180307,103142,2018-03-07,3,0,4,0,0,3,4
1652,6643,T & L FOOD MARKET,405 EDDY St,San Francisco,CA,94109,37.783661,-122.414341,"(37.783661, -122.414341)",,6643_20170130,1/30/2017 0:00,,Complaint,6643_20170130_103138,Improper storage use or identification of toxic substances,Low Risk,20170130,103138,2017-01-30,0,0,0,0,8,9,8
1653,81164,Californios,3115 22nd St,San Francisco,CA,94110,,,,14155750994.0,81164_20171003,10/3/2017 0:00,94.0,Routine - Unscheduled,81164_20171003_103161,Low risk vermin infestation,Low Risk,20171003,103161,2017-10-03,0,2,0,0,0,0,1
1654,3160,Tandoori Mahal,941 Kearny St,San Francisco,CA,94133,37.796557,-122.405278,"(37.796557, -122.405278)",,3160_20160308,3/8/2016 0:00,86.0,Routine - Unscheduled,3160_20160308_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160308,103124,2016-03-08,0,3,0,0,0,3,4
1655,92555,Toy Soldier,52 Belden Pl,San Francisco,CA,94104,,,,,92555_20171002,10/2/2017 0:00,96.0,Routine - Unscheduled,92555_20171002_103161,Low risk vermin infestation,Low Risk,20171002,103161,2017-10-02,0,2,0,0,0,0,2
1656,74826,"Stuffed, LLC",2788 Mission St,San Francisco,CA,94110,,,,14155641069.0,74826_20170823,8/23/2017 0:00,,Complaint,74826_20170823_103131,Moderate risk vermin infestation,Moderate Risk,20170823,103131,2017-08-23,0,0,6,0,0,6,3
1657,4850,COOL GUYS,845 Holloway Ave,San Francisco,CA,94112,37.721794,-122.461991,"(37.721794, -122.461991)",14155451404.0,4850_20160419,4/19/2016 0:00,96.0,Routine - Unscheduled,4850_20160419_103118,Employee eating or smoking,Moderate Risk,20160419,103118,2016-04-19,0,0,1,0,3,1,1
1658,90837,Beanstalk - Inner Richmond,4555 California St,San Francisco,CA,94118,,,,,90837_20170719,7/19/2017 0:00,,Complaint,90837_20170719_103139,Improper food storage,Low Risk,20170719,103139,2017-07-19,0,0,3,0,0,0,3
1659,90525,Western Donut,2034 Mission St,San Francisco,CA,94110,,,,,90525_20170314,3/14/2017 0:00,,New Ownership,90525_20170314_103133,Foods not protected from contamination,Moderate Risk,20170314,103133,2017-03-14,5,0,0,0,6,0,5
1660,2620,Bambino's Ristorante,945 Cole St,San Francisco,CA,94117,37.765174,-122.449884,"(37.765174, -122.449884)",14155731343.0,2620_20171214,12/14/2017 0:00,96.0,Routine - Unscheduled,2620_20171214_103136,Unsanitary employee garments hair or nails,Low Risk,20171214,103136,2017-12-14,0,2,0,0,0,0,2
1661,2829,EAGLE PIZZA,1712 TARAVAL St,San Francisco,CA,94116,37.742688,-122.484541,"(37.742688, -122.484541)",,2829_20180228,2/28/2018 0:00,96.0,Routine - Unscheduled,2829_20180228_103142,Unclean nonfood contact surfaces,Low Risk,20180228,103142,2018-02-28,2,0,0,0,0,3,2
1662,80964,Sunset Reservoir Brewing Company,1735 Noriega St,San Francisco,CA,94122,,,,14155633493.0,80964_20180306,3/6/2018 0:00,85.0,Routine - Unscheduled,80964_20180306_103103,High risk food holding temperature,High Risk,20180306,103103,2018-03-06,4,0,0,0,3,3,4
1663,8847,Village Market,1 Ferry Building #29,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",,8847_20151002,10/2/2015 0:00,98.0,Routine - Unscheduled,8847_20151002_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk,20151002,103151,2015-10-02,0,0,0,0,4,0,1
1664,2406,THEP-PHANON RESTAURANT,400 WALLER St,San Francisco,CA,94117,37.77124,-122.430299,"(37.77124, -122.430299)",14155432526.0,2406_20180301,3/1/2018 0:00,85.0,Routine - Unscheduled,2406_20180301_103154,Unclean or degraded floors walls or ceilings,Low Risk,20180301,103154,2018-03-01,4,0,0,0,0,0,4
1665,86160,Hollow Cow,1875 Union St,San Francisco,CA,94123,,,,,86160_20170522,5/22/2017 0:00,83.0,Routine - Unscheduled,86160_20170522_103103,High risk food holding temperature,High Risk,20170522,103103,2017-05-22,0,4,0,4,0,0,4
1666,71980,Smile House Cafe,1030 Taraval St,San Francisco,CA,94116,,,,14155295057.0,71980_20160908,9/8/2016 0:00,89.0,Routine - Unscheduled,71980_20160908_103103,High risk food holding temperature,High Risk,20160908,103103,2016-09-08,0,0,0,0,5,2,3
1667,82373,Veganburg,1466 Haight St,San Francisco,CA,94117,,,,14154252889.0,82373_20171010,10/10/2017 0:00,92.0,Routine - Unscheduled,82373_20171010_103120,Moderate risk food holding temperature,Moderate Risk,20171010,103120,2017-10-10,0,2,0,0,0,3,2
1668,33468,Stacks Restaurant,501 Hayes St,San Francisco,CA,94102,37.776623,-122.424787,"(37.776623, -122.424787)",,33468_20161004,10/4/2016 0:00,84.0,Routine - Unscheduled,33468_20161004_103131,Moderate risk vermin infestation,Moderate Risk,20161004,103131,2016-10-04,0,0,4,0,6,0,4
1669,85683,Chico's Pizza,468 Ellis St,San Francisco,CA,94109,,,,14155600047.0,85683_20180305,3/5/2018 0:00,92.0,Routine - Unscheduled,85683_20180305_103154,Unclean or degraded floors walls or ceilings,Low Risk,20180305,103154,2018-03-05,3,0,0,0,0,0,1
1670,2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,San Francisco,CA,94103,37.765708,-122.409002,"(37.765708, -122.409002)",14155862802.0,2743_20161024,10/24/2016 0:00,84.0,Routine - Unscheduled,2743_20161024_103154,Unclean or degraded floors walls or ceilings,Low Risk,20161024,103154,2016-10-24,0,3,0,0,3,0,3
1671,34839,Brenda's French Soul Food,652 B Polk St,San Francisco,CA,94102,37.782672,-122.419026,"(37.782672, -122.419026)",,34839_20170109,1/9/2017 0:00,79.0,Routine - Unscheduled,34839_20170109_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170109,103119,2017-01-09,0,0,5,0,5,0,4
1672,2932,Il Fornaio Gastronomia Italiana,1265 Battery St,San Francisco,CA,94111,37.802914,-122.401935,"(37.802914, -122.401935)",,2932_20161128,11/28/2016 0:00,96.0,Routine - Unscheduled,2932_20161128_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161128,103144,2016-11-28,0,0,0,0,2,0,4
1673,34787,Hollywood Food Center,6146 Geary Blvd,San Francisco,CA,94121,37.780148,-122.485532,"(37.780148, -122.485532)",,34787_20160523,5/23/2016 0:00,94.0,Routine - Unscheduled,34787_20160523_103133,Foods not protected from contamination,Moderate Risk,20160523,103133,2016-05-23,0,0,2,0,0,2,2
1674,3061,Ghirardelli Chcocolate Company,900 North Point St #52,San Francisco,CA,94109,37.805427,-122.422854,"(37.805427, -122.422854)",,3061_20150709,7/9/2015 0:00,92.0,Routine - Unscheduled,3061_20150709_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20150709,103149,2015-07-09,0,1,0,0,0,2,3
1675,4732,BREAD & BUTTER MARKET,888 O'FARRELL St,San Francisco,CA,94109,37.785068,-122.418983,"(37.785068, -122.418983)",,4732_20171219,12/19/2017 0:00,88.0,Routine - Unscheduled,4732_20171219_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20171219,103116,2017-12-19,0,4,1,0,5,0,6
1676,60114,Farmers Market & Produce,986 Polk St,San Francisco,CA,94109,37.785787,-122.419644,"(37.785787, -122.419644)",,60114_20180305,3/5/2018 0:00,92.0,Routine - Unscheduled,60114_20180305_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20180305,103119,2018-03-05,3,0,3,0,0,4,4
1677,74244,Wise Sons Deli,736 Mission St,San Francisco,CA,94103,,,,,74244_20171003,10/3/2017 0:00,89.0,Routine - Unscheduled,74244_20171003_103154,Unclean or degraded floors walls or ceilings,Low Risk,20171003,103154,2017-10-03,0,3,0,0,0,0,2
